0.000000,-14.925373,5.845771,0.063498
0.100000,-14.900417,5.847254,0.055181
0.200000,-14.875450,5.848529,0.046863
0.300000,-14.850473,5.849596,0.038545
0.400000,-14.825488,5.850455,0.030227
0.500000,-14.800496,5.851107,0.021909
0.600000,-14.775500,5.851551,0.013591
0.700000,-14.750501,5.851787,0.005274
0.800000,-14.725501,5.851815,-0.003044
0.900000,-14.700502,5.851634,-0.011362
1.000000,-14.675505,5.851246,-0.019680
1.100000,-14.650512,5.850651,-0.027998
1.200000,-14.625525,5.849847,-0.036316
1.300000,-14.600546,5.848835,-0.044633
1.400000,-14.575576,5.847616,-0.052951
1.500000,-14.550617,5.846189,-0.061269
1.600000,-14.525670,5.844554,-0.069587
1.700000,-14.500738,5.842712,-0.077905
1.800000,-14.475822,5.840663,-0.086223
1.900000,-14.450924,5.838407,-0.094540
2.000000,-14.426046,5.835943,-0.102858
2.100000,-14.401189,5.833273,-0.111176
2.200000,-14.376355,5.830396,-0.119494
2.300000,-14.351546,5.827312,-0.127812
2.400000,-14.326764,5.824023,-0.136129
2.500000,-14.302010,5.820527,-0.144447
2.600000,-14.277285,5.816826,-0.152765
2.700000,-14.252592,5.812919,-0.161083
2.800000,-14.227933,5.808806,-0.169401
2.900000,-14.203309,5.804489,-0.177719
3.000000,-14.178721,5.799967,-0.186036
3.100000,-14.154172,5.795241,-0.194354
3.200000,-14.129663,5.790311,-0.202672
3.300000,-14.105196,5.785177,-0.210990
3.400000,-14.080772,5.779839,-0.219308
3.500000,-14.056394,5.774299,-0.227626
3.600000,-14.032063,5.768556,-0.235943
3.700000,-14.007780,5.762611,-0.244261
3.800000,-13.983547,5.756464,-0.252579
3.900000,-13.959367,5.750116,-0.260897
4.000000,-13.935240,5.743567,-0.269215
4.100000,-13.911113,5.737018,-0.260897
4.200000,-13.886933,5.730670,-0.252579
4.300000,-13.862700,5.724523,-0.244261
4.400000,-13.838417,5.718578,-0.235943
4.500000,-13.814086,5.712835,-0.227626
4.600000,-13.789708,5.707295,-0.219308
4.700000,-13.765284,5.701958,-0.210990
4.800000,-13.740817,5.696824,-0.202672
4.900000,-13.716308,5.691893,-0.194354
5.000000,-13.691759,5.687167,-0.186036
5.100000,-13.667171,5.682645,-0.177719
5.200000,-13.642547,5.678328,-0.169401
5.300000,-13.617888,5.674216,-0.161083
5.400000,-13.593195,5.670309,-0.152765
5.500000,-13.568471,5.666607,-0.144447
5.600000,-13.543716,5.663112,-0.136129
5.700000,-13.518934,5.659822,-0.127812
5.800000,-13.494125,5.656738,-0.119494
5.900000,-13.469291,5.653862,-0.111176
6.000000,-13.444434,5.651191,-0.102858
6.100000,-13.419556,5.648728,-0.094540
6.200000,-13.394658,5.646471,-0.086223
6.300000,-13.369742,5.644422,-0.077905
6.400000,-13.344810,5.642580,-0.069587
6.500000,-13.319864,5.640945,-0.061269
6.600000,-13.294904,5.639519,-0.052951
6.700000,-13.269934,5.638299,-0.044633
6.800000,-13.244955,5.637288,-0.036316
6.900000,-13.219968,5.636484,-0.027998
7.000000,-13.194975,5.635888,-0.019680
7.100000,-13.169978,5.635500,-0.011362
7.200000,-13.144979,5.635320,-0.003044
7.300000,-13.119979,5.635348,0.005274
7.400000,-13.094980,5.635584,0.013591
7.500000,-13.069984,5.636027,0.021909
7.600000,-13.044993,5.636679,0.030227
7.700000,-13.020007,5.637538,0.038545
7.800000,-12.995030,5.638606,0.046863
7.900000,-12.970063,5.639881,0.055181
8.000000,-12.945107,5.641363,0.063498
8.100000,-12.920164,5.643053,0.071816
8.200000,-12.895236,5.644951,0.080134
8.300000,-12.870325,5.647056,0.088452
8.400000,-12.845432,5.649368,0.096770
8.500000,-12.820560,5.651887,0.105087
8.600000,-12.795709,5.654612,0.113405
8.700000,-12.770882,5.657545,0.121723
8.800000,-12.746079,5.660683,0.130041
8.900000,-12.721304,5.664028,0.138359
9.000000,-12.696558,5.667579,0.146677
9.100000,-12.671842,5.671336,0.154994
9.200000,-12.647158,5.675298,0.163312
9.300000,-12.622508,5.679465,0.171630
9.400000,-12.597893,5.683837,0.179948
9.500000,-12.573316,5.688414,0.188266
